name_game,year,recommend_count
CAT GOES FISHING,2015,2
CATLATERAL DAMAGE,2010,1
CATZILLA 4K - ADVANCED,2014,1
CAVERN KINGS,2014,3
CELESTIAN TALES: OLD NORTH,2015,1
CHAINS,2013,1
CHAMPIONS OF REGNUM,2013,2
CHAMPIONS OF REGNUM,2014,4
CHAMPIONS ONLINE,2010,1
CHAMPIONS ONLINE,2011,1
CHAOS REBORN,2014,1
CHAOS REBORN,2015,2
CHARIOT,2014,1
CHASER,2015,1
CHERRY TREE HIGH COMEDY CLUB,2014,1
CHICKEN INVADERS 5,2015,1
CHILD OF LIGHT,2014,7
CHIME,2010,1
CHIME,2014,1
CHIVALRY: MEDIEVAL WARFARE,2012,10
CHIVALRY: MEDIEVAL WARFARE,2013,46
CHIVALRY: MEDIEVAL WARFARE,2014,52
CHIVALRY: MEDIEVAL WARFARE,2015,37
CHOICE OF ROBOTS,2014,2
CHOICE OF ROBOTS,2015,2
CHROMA SQUAD,2015,1
CHRONICLE: RUNESCAPE LEGENDS,2016,1
CHUSINGURA46+1 S,2016,4
CINDERS,2015,1
CITIES IN MOTION 2,2013,1
CITIES IN MOTION 2,2014,2
CITIES XL PLATINUM,2013,1
CITIES XL PLATINUM,2014,1
CITIES XL PLATINUM,2015,1
CITIES: SKYLINES,2015,59
CITY OF STEAM: ARKADIA,2014,2
CIVILIZATION IV: BEYOND THE SWORD,2013,1
CLANDESTINE,2015,1
CLANNAD,2015,1
CLASH OF THE MONSTERS,2016,1
CLICKER HEROES,2015,70
CLICKTEAM FUSION 2.5,2014,1
CLICKTEAM FUSION 2.5,2015,3
CLONING CLYDE,2015,1
CLOSURE,2012,2
CLOSURE,2013,1
CLOWN HOUSE (PALYACO EVI),2015,1
COBALT,2016,2
CODENAME CURE,2015,4
CODENAME CURE,2017,6
COGS,2011,2
COH 2 - SOVIET COMMANDER: SOVIET INDUSTRY TACTICS,2015,1
COH 2 - US FORCES COMMANDER: RIFLE COMPANY,2015,1
COLOR SYMPHONY,2014,2
COMA: MORTUARY,2014,1
COMEDY QUEST,2015,1
COMMAND & CONQUER 3: KANE'S WRATH,2010,1
COMMAND & CONQUER 3: KANE'S WRATH,2012,1
COMMAND & CONQUER 3: TIBERIUM WARS,2012,1
COMMAND & CONQUER 3: TIBERIUM WARS,2014,1
COMMAND & CONQUER 3: TIBERIUM WARS,2015,1
COMMAND & CONQUER: RED ALERT 3,2010,1
COMMAND & CONQUER: RED ALERT 3,2012,1
COMMAND & CONQUER: RED ALERT 3,2013,3
COMMAND & CONQUER: RED ALERT 3,2014,1
COMMAND & CONQUER: RED ALERT 3,2015,5
COMMAND & CONQUER: RED ALERT 3 - UPRISING,2013,1
COMMAND & CONQUER: RED ALERT 3 - UPRISING,2015,1
COMMAND: MODERN AIR / NAVAL OPERATIONS WOTY,2014,1
COMMANDER COOL 2,2015,4
COMMANDER KEEN,2011,1
COMMANDER KEEN,2013,1
COMMANDER KEEN,2015,1
COMMANDO JACK,2015,1
COMMANDOS 2: MEN OF COURAGE,2010,1
COMMANDOS: BEHIND ENEMY LINES,2015,1
COMMUNITY COLLEGE HERO: TRIAL BY FIRE,2015,1
COMPANY OF HEROES - LEGACY EDITION,2011,3
COMPANY OF HEROES - LEGACY EDITION,2012,2
COMPANY OF HEROES - LEGACY EDITION,2013,4
COMPANY OF HEROES - LEGACY EDITION,2014,5
COMPANY OF HEROES - LEGACY EDITION,2015,4
COMPANY OF HEROES 2,2013,24
COMPANY OF HEROES 2,2014,28
COMPANY OF HEROES 2,2015,20
COMPANY OF HEROES: TALES OF VALOR,2015,2
CONDEMNED: CRIMINAL ORIGINS,2010,1
CONFLICT DESERT STORM(TM),2015,1
CONSORTIUM,2014,3
CONTAGION,2013,6
CONTAGION,2014,24
CONTAGION,2015,2
CONTINENT OF THE NINTH SEAL,2014,1
CONTINUE?9876543210,2014,1
CONTRACT,2016,2
CONTRADICTION - SPOT THE LIAR!,2015,4
CONTRAPTION MAKER,2014,1
CONTRAPTION MAKER,2015,2
CONTRAST,2014,4
CONTRAST,2015,3
CONTROLLER COMPANION,2015,3
CONVOY,2015,3
"COOK, SERVE, DELICIOUS!",2013,1
"COOK, SERVE, DELICIOUS!",2014,3
"COOK, SERVE, DELICIOUS!",2015,3
COPA PETROBRAS DE MARCAS,2015,2
CORPORATE LIFESTYLE SIMULATOR,2014,1
CORTEX COMMAND,2012,1
CORTEX COMMAND,2014,4
CORTEX COMMAND,2015,1
COSMIC DJ,2014,2
COSMIC ROCKET DEFENDER,2015,1
COSMO'S COSMIC ADVENTURE,2015,1
COSMOCHORIA,2014,1
COSSACKS: BACK TO WAR,2013,1
COSTUME QUEST,2011,1
COSTUME QUEST,2014,1
COSTUME QUEST 2,2014,1
COUNTER-STRIKE,2010,6
COUNTER-STRIKE,2012,3
COUNTER-STRIKE,2013,7
COUNTER-STRIKE,2014,18
COUNTER-STRIKE,2015,15
COUNTER-STRIKE NEXON: ZOMBIES,2014,13
COUNTER-STRIKE NEXON: ZOMBIES,2015,11
COUNTER-STRIKE: CONDITION ZERO,2011,1
COUNTER-STRIKE: CONDITION ZERO,2013,1
COUNTER-STRIKE: CONDITION ZERO,2014,2
COUNTER-STRIKE: CONDITION ZERO,2015,4
COUNTER-STRIKE: GLOBAL OFFENSIVE,2012,548
COUNTER-STRIKE: GLOBAL OFFENSIVE,2013,150
COUNTER-STRIKE: GLOBAL OFFENSIVE,2014,860
COUNTER-STRIKE: GLOBAL OFFENSIVE,2015,1227
COUNTER-STRIKE: SOURCE,2010,11
COUNTER-STRIKE: SOURCE,2011,7
COUNTER-STRIKE: SOURCE,2012,12
COUNTER-STRIKE: SOURCE,2013,33
COUNTER-STRIKE: SOURCE,2014,86
COUNTER-STRIKE: SOURCE,2015,42
CPUCORES :: MAXIMIZE YOUR FPS,2015,2
CRADLE,2015,1
CRAFT THE WORLD,2014,4
CRAFT THE WORLD,2015,1
CRASHLANDS,2016,4
CRAWL,2014,2
CRAWL,2015,1
CRAYON PHYSICS DELUXE,2011,1
CRAZY TAXI,2014,2
CRAZY TAXI,2015,1
CREA,2016,1
CREEPER WORLD 3: ARC ETERNAL,2014,1
CREEPER WORLD 3: ARC ETERNAL,2015,1
CRICKET CAPTAIN 2015,2015,1
CRICKET REVOLUTION,2013,1
CRIMSONLAND,2014,1
CRIMZON CLOVER WORLD IGNITION,2014,1
CRITICAL MASS,2013,1
CRITTER CRUNCH,2014,1
CROIXLEUR SIGMA,2015,1
CROSS OF THE DUTCHMAN,2015,1
CROSSCODE,2015,5
CROSSOUT,2017,1
CRUSADER KINGS II,2012,8
CRUSADER KINGS II,2013,5
CRUSADER KINGS II,2014,14
CRUSADER KINGS II,2015,11
CRUSADER KINGS II: MEDITERRANEAN PORTRAITS,2014,3
CRUSADERS OF THE LOST IDOLS,2015,2
CRUSH CRUSH,2016,5
CRY OF FEAR,2013,34
CRY OF FEAR,2014,29
CRY OF FEAR,2015,18
CRYPT OF THE NECRODANCER,2014,4
CRYPT OF THE NECRODANCER,2015,7
CRYSIS,2014,3
CRYSIS,2015,1
CRYSIS 2 - MAXIMUM EDITION,2011,1
CRYSIS 2 - MAXIMUM EDITION,2012,2
CRYSIS 2 - MAXIMUM EDITION,2013,2
CRYSIS 2 - MAXIMUM EDITION,2014,8
CRYSIS WARHEAD(R),2012,1
CRYSIS WARHEAD(R),2013,1
CRYSIS WARHEAD(R),2015,1
CRYSTAL CAVES,2015,1
CRYSTAL STORY II,2015,2
CS:GO PLAYER PROFILES,2015,9
CTHULHU SAVES THE WORLD,2011,2
CTHULHU SAVES THE WORLD,2012,1
CTHULHU SAVES THE WORLD,2014,1
CUBEMEN,2012,2
CUBEMEN,2014,1
CUBEMEN,2015,1
CUBEMEN 2,2015,1
CUBIC CASTLES,2014,2
CUPID - A FREE TO PLAY VISUAL NOVEL,2016,1
CURSED SIGHT,2015,1
CUTIES,2016,1
D.I.P.R.I.P. WARM UP,2015,1
D4: DARK DREAMS DON'T DIE -SEASON ONE-,2015,2
DAMNED,2014,3
DAMNED,2015,4
DANGANRONPA 2: GOODBYE DESPAIR,2016,2
DANGANRONPA: TRIGGER HAPPY HAVOC,2016,6
DARK MESSIAH OF MIGHT & MAGIC,2010,1
DARK SOULS(TM) II,2014,45
DARK SOULS(TM) II,2015,6
DARK SOULS(TM) II CROWN OF THE IVORY KING,2014,1
DARK SOULS(TM) II: SCHOLAR OF THE FIRST SIN,2015,15
DARK SOULS(TM) III,2016,41
DARK SOULS(TM): PREPARE TO DIE(TM) EDITION,2012,16
DARK SOULS(TM): PREPARE TO DIE(TM) EDITION,2013,16
DARK SOULS(TM): PREPARE TO DIE(TM) EDITION,2014,31
DARK SOULS(TM): PREPARE TO DIE(TM) EDITION,2015,21
DARK VOID(TM),2011,1
DARKEST DUNGEON(R),2015,11
DARKEST DUNGEON(R),2016,9
DARKEST HOUR: A HEARTS OF IRON GAME,2011,1
DARKEST HOUR: A HEARTS OF IRON GAME,2014,1
DARKEST HOUR: EUROPE '44-'45,2014,1
DARKSIDERS II DEATHINITIVE EDITION,2015,1
DARKSIDERS(TM),2012,1
DARKSIDERS(TM),2013,2
DARKSIDERS(TM),2014,2
DARKSIDERS(TM),2015,2
DARKSTAR ONE,2015,1
DARKWIND: WAR ON WHEELS,2015,1
DAWN OF DISCOVERY(TM),2010,1
DAY OF DEFEAT,2013,1
DAY OF DEFEAT,2014,1
DAY OF DEFEAT: SOURCE,2010,5
DAY OF DEFEAT: SOURCE,2011,2
DAY OF DEFEAT: SOURCE,2012,6
DAY OF DEFEAT: SOURCE,2013,5
DAY OF DEFEAT: SOURCE,2014,4
DAY OF DEFEAT: SOURCE,2015,5
DAY OF THE TENTACLE REMASTERED,2016,1
DAY ONE : GARRY'S INCIDENT,2013,1
DAYLIGHT,2014,1
DAYZ,2013,81
DAYZ,2014,288
DAYZ,2015,67
DC UNIVERSE(TM) ONLINE,2011,4
DC UNIVERSE(TM) ONLINE,2012,4
DC UNIVERSE(TM) ONLINE,2013,10
DC UNIVERSE(TM) ONLINE,2014,26
DC UNIVERSE(TM) ONLINE,2015,10
DCS WORLD,2010,3
DCS WORLD,2013,1
DCS WORLD,2014,2
DCS WORLD,2015,2
DCS: P-51D MUSTANG,2014,1
DEAD BITS,2014,6
DEAD BITS,2015,6
DEAD EFFECT,2014,1
DEAD IN BERMUDA,2015,1
DEAD ISLAND DEFINITIVE EDITION,2016,1
DEAD OR ALIVE 5 LAST ROUND: CORE FIGHTERS,2015,2
DEAD PIXELS,2012,1
DEAD PIXELS,2013,2
DEAD PIXELS,2014,3
DEAD PIXELS,2015,2
DEAD REALM,2015,14
DEAD RISING 2: OFF THE RECORD,2014,1
DEAD RISING 2: OFF THE RECORD,2015,2
DEAD RISING 3 APOCALYPSE EDITION,2014,13
DEAD RISING 3 APOCALYPSE EDITION,2015,1
DEAD RISING(R),2016,2
DEAD RISING(R) 2,2013,1
DEAD RISING(R) 2,2014,1
DEAD RISING(R) 2,2015,1
DEAD SEA,2015,1
DEAD SKY,2013,1
DEAD SPACE,2010,2
DEAD SPACE,2013,6
DEAD SPACE,2014,2
DEAD SPACE,2015,1
DEAD SPACE(TM) 2,2011,2
DEAD SPACE(TM) 2,2013,1
DEAD SPACE(TM) 2,2014,1
DEAD SPACE(TM) 2,2015,1
DEAD STATE: REANIMATED,2014,3
DEADCORE,2014,1
DEADCORE,2015,1
DEADFALL ADVENTURES,2014,1
DEADLIGHT,2012,1
DEADLIGHT,2013,4
DEADLIGHT,2014,11
DEADLIGHT,2015,1
DEATH SKID MARKS,2015,1
DEATH STAIR,2016,1
DEATH TRACK(R): RESURRECTION,2013,1
DEATH TRACTOR,2015,1
DEATHMATCH CLASSIC,2014,1
DECAY: THE MARE,2015,1
DEEP ECLIPSE: NEW SPACE ODYSSEY,2015,1
DEEPWORLD,2015,2
DEFCON,2013,1
DEFCON,2014,3
DEFCON,2015,1
DEFENCE ALLIANCE 2,2015,1
DEFENDER'S QUEST: VALLEY OF THE FORGOTTEN (DX EDITION),2013,1
DEFENDER'S QUEST: VALLEY OF THE FORGOTTEN (DX EDITION),2014,1
DEFENSE GRID: THE AWAKENING,2014,1
DEFENSE GRID: THE AWAKENING,2015,1
DEFIANCE,2013,6
DEFIANCE,2014,19
DEFIANCE,2015,4
DEFY GRAVITY EXTENDED,2014,5
DEFY GRAVITY EXTENDED,2015,2
DELTA FORCE 2,2015,1
DELVER,2014,3
DELVER,2015,1
DEMENTIUM II HD,2014,1
DEMOCRACY 3,2014,12
DEMOCRACY 3,2015,2
DEMOLITION INC.,2012,1
DEMOLITION INC.,2014,2
DEMONICON,2013,1
DEPONIA,2014,1
DEPONIA,2015,1
DEPRESSION QUEST,2014,7
DEPRESSION QUEST,2015,1
DEPTH,2014,18
DEPTH,2015,29
DEPTH - CORSAIR KNIFE SKIN,2015,1
DEPTH HUNTER 2: DEEP DIVE,2014,1
DESKTOP DUNGEONS,2013,1
DESKTOP DUNGEONS,2014,2
DESPAIR,2015,1
DESTINATION SOL,2015,1
DESTINY WARRIORS RPG,2015,2
DETECTIVE GRIMOIRE,2014,2
DETECTIVE GRIMOIRE,2015,1
DETOUR,2015,1
DEUS EX: GAME OF THE YEAR EDITION,2011,1
DEUS EX: GAME OF THE YEAR EDITION,2012,1
DEUS EX: GAME OF THE YEAR EDITION,2013,1
DEUS EX: GAME OF THE YEAR EDITION,2014,6
DEUS EX: GAME OF THE YEAR EDITION,2015,2
DEUS EX: HUMAN REVOLUTION - DIRECTOR'S CUT,2013,3
DEUS EX: HUMAN REVOLUTION - DIRECTOR'S CUT,2014,13
DEUS EX: HUMAN REVOLUTION - DIRECTOR'S CUT,2015,6
DEUS EX: MANKIND DIVIDED,2016,11
DEUS EX: REVISION,2015,2
DEUS EX: THE FALL,2014,2
DEV GUY,2015,5
DEVIL DAGGERS,2016,6
DEVIL MAY CRY 4,2013,1
DEVIL MAY CRY 4,2014,4
DEVIL MAY CRY 4,2015,1
DEVIL MAY CRY(R) 3 SPECIAL EDITION,2014,3
DEVIL MAY CRY(R) 4 SPECIAL EDITION,2015,2
DEVILIAN,2015,2
DG2: DEFENSE GRID 2,2014,5
DG2: DEFENSE GRID 2,2015,1
DIABOLICAL,2015,2
DIGGER ONLINE,2015,1
"DIMMDRIVE :: GAMING RAMDRIVE @ 10,000+ MB/S",2015,1
DINNER DATE,2013,1
DINNER DATE,2014,2
DINO D-DAY,2011,5
DINO D-DAY,2012,1
DINO D-DAY,2013,14
DINO D-DAY,2014,16
DINO D-DAY,2015,7
DINOSAUR HUNT,2015,4
DIRT RALLY,2010,2
DIRT RALLY,2015,9
DIRTY BOMB(R),2010,28
DIRTY BOMB(R),2015,75
DISCIPLES III - RENAISSANCE STEAM SPECIAL EDITION,2015,1
DISHONORED,2012,18
DISHONORED,2013,21
DISHONORED,2014,39
DISHONORED,2015,21
DISHONORED - VOID WALKER ARSENAL,2015,1
DISNEY PRINCESS: MY FAIRYTALE ADVENTURE,2012,1
DISNEY UNIVERSE,2014,1
DISNEY WINNIE THE POOH,2014,1
DISNEY*PIXAR CARS,2010,1
DISNEY*PIXAR CARS 2: THE VIDEO GAME,2014,1
DISPLAYFUSION,2015,1
DIVEKICK,2013,1
DIVEKICK,2014,1
DIVINE SOULS F2P MMO,2014,3
DIVINE SOULS F2P MMO,2015,1
DIVINITY: DRAGON COMMANDER,2013,1
DIVINITY: ORIGINAL SIN (CLASSIC),2014,11
DIVINITY: ORIGINAL SIN (CLASSIC),2015,3
DIVINITY: ORIGINAL SIN - ENHANCED EDITION,2015,3
DLC QUEST,2013,10
DLC QUEST,2014,8
DLC QUEST,2015,5
DMC: DEVIL MAY CRY,2013,6
DMC: DEVIL MAY CRY,2014,2
DMC: DEVIL MAY CRY,2015,6
DOGS OF WAR ONLINE,2014,2
DOMESTIC DOG,2015,1
DOMINIONS 4: THRONES OF ASCENSION,2015,1
DON BRADMAN CRICKET 14,2014,1
DON BRADMAN CRICKET 14,2015,3
"DON'T DIE DATELESS, DUMMY!",2016,1
DON'T STARVE TOGETHER,2014,15
DON'T STARVE TOGETHER,2015,65
DON'T STARVE TOGETHER,2016,17
DON'T STARVE: REIGN OF GIANTS,2014,2
DON'T STARVE: SHIPWRECKED,2015,5
DOOM,2016,57
DOOM & DESTINY,2015,1
DOOM 3,2011,1
DOOM 3,2015,1
DOOM 3: BFG EDITION,2012,1
DOOM 3: BFG EDITION,2013,1
DOOM 3: BFG EDITION,2014,2
DOOM 3: BFG EDITION,2015,1
DOOM II,2010,2
DOOM II,2015,1
DOOR KICKERS,2014,5
DOOR KICKERS,2015,2
DOTA 2,2010,93
DOTA 2,2011,2
DOTA 2,2012,26
DOTA 2,2013,214
DOTA 2,2014,593
DOTA 2,2015,267
DOTA 2 PLAYER PROFILES,2015,1
DOUBLE ACTION: BOOGALOO,2014,23
DOUBLE ACTION: BOOGALOO,2015,21
DOUBLE DRAGON TRILOGY,2015,1
DOUBLE DRAGON: NEON,2014,2
DOUBLE DRAGON: NEON,2015,1
DOWNFALL,2016,1
DOWNWELL,2015,2
"DR. LANGESKOV, THE TIGER, AND THE TERRIBLY CURSED EMERALD: A WHIRLWIND HEIST",2015,18
DRAGON AGE: ORIGINS,2010,1
DRAGON AGE: ORIGINS,2013,1
DRAGON AGE: ORIGINS,2014,2
DRAGON AGE: ORIGINS - ULTIMATE EDITION,2010,1
DRAGON AGE: ORIGINS - ULTIMATE EDITION,2013,2
DRAGON AGE: ORIGINS - ULTIMATE EDITION,2014,7
DRAGON AGE: ORIGINS - ULTIMATE EDITION,2015,1
DRAGON BALL XENOVERSE,2015,26
DRAGON NEST,2012,1
DRAGON NEST,2013,4
DRAGON NEST,2014,6
DRAGON NEST,2015,9
DRAGON SAGA,2010,1
DRAGON SAGA,2015,1
DRAGON'S DOGMA: DARK ARISEN,2016,12
DRAGON'S WAKE,2015,1
DRAGONS AND TITANS,2014,6
DRAW A STICKMAN: EPIC,2013,2
DRAW A STICKMAN: EPIC,2014,1
DRAW A STICKMAN: EPIC 2,2015,1
DREADOUT,2015,1
DREAM OF MIRROR ONLINE,2015,1
DREAMFALL CHAPTERS,2014,2
DREAMFALL CHAPTERS,2017,2
DRIFT STREETS JAPAN,2015,10
DRIFTMOON,2014,1
DRIVER(R) PARALLEL LINES,2013,1
DROPSY,2015,1
DRUNKEN ROBOT PORNOGRAPHY,2013,1
DRUNKEN ROBOT PORNOGRAPHY,2014,4
DUCK GAME,2015,13
DUCKTALES: REMASTERED,2013,2
DUCKTALES: REMASTERED,2014,2
DUELYST,2016,4
DUET,2015,1
DUKE NUKEM FOREVER,2011,2
DUKE NUKEM FOREVER,2014,5
DUNGEON DEFENDERS,2011,1
DUNGEON DEFENDERS,2012,5
DUNGEON DEFENDERS,2013,9
DUNGEON DEFENDERS,2014,11
DUNGEON DEFENDERS,2015,5
DUNGEON DEFENDERS ETERNITY,2014,3
DUNGEON DEFENDERS II,2014,3
DUNGEON DEFENDERS II,2015,22
DUNGEON DEFENDERS II,2017,8
DUNGEON FIGHTER ONLINE,2016,1
DUNGEON OF THE ENDLESS(TM),2013,2
DUNGEON OF THE ENDLESS(TM),2014,5
DUNGEON OF THE ENDLESS(TM),2015,4
DUNGEON OF THE ENDLESS(TM) - ORGANIC MATTERS UPDATE,2015,1
DUNGEON SIEGE,2015,1
DUNGEON SIEGE II,2010,1
DUNGEON SIEGE III,2012,1
DUNGEON SIEGE III,2013,1
DUNGEON SOULS,2015,1
DUNGEON SOULS,2016,2
DUNGEON-PARTY,2013,1
DUNGEONLAND,2013,6
DUNGEONLAND,2014,3
DUNGEONS & DRAGONS ONLINE(R),2012,2
DUNGEONS & DRAGONS ONLINE(R),2013,1
DUNGEONS & DRAGONS ONLINE(R),2014,2
DUNGEONS 2,2015,1
DUNGEONS OF DREDMOR,2011,2
DUNGEONS OF DREDMOR,2014,3
DUST: AN ELYSIAN TAIL,2013,5
DUST: AN ELYSIAN TAIL,2014,20
DUST: AN ELYSIAN TAIL,2015,7
DUSTFORCE DX,2012,1
DUSTFORCE DX,2013,1
DUSTFORCE DX,2014,1
DUSTFORCE DX,2015,2
DWARFS - F2P,2013,3
DWARFS - F2P,2014,10
DWARFS - F2P,2015,2
DWARFS!?,2011,2
DWARFS!?,2013,2
DWARFS!?,2015,1
DYING LIGHT,2015,61
DYING LIGHT: THE BOZAK HORDE,2015,1
DYING LIGHT: THE FOLLOWING,2016,4
DYNAMITE JACK,2015,1
DYNASTY WARRIORS 8: XTREME LEGENDS COMPLETE EDITION / ZHEN *SAN GUO WU SHUANG 7 WITH MENG JIANG CHUAN ,2014,5
DYNASTY WARRIORS 8: XTREME LEGENDS COMPLETE EDITION / ZHEN *SAN GUO WU SHUANG 7 WITH MENG JIANG CHUAN ,2015,2
DYSCOURSE,2015,2
DYSFUNCTIONAL SYSTEMS: LEARNING TO MANAGE CHAOS,2013,1
DYSFUNCTIONAL SYSTEMS: LEARNING TO MANAGE CHAOS,2014,3
DYSTOPIA,2013,2
E.Y.E: DIVINE CYBERMANCY,2011,2
E.Y.E: DIVINE CYBERMANCY,2012,2
E.Y.E: DIVINE CYBERMANCY,2013,2
E.Y.E: DIVINE CYBERMANCY,2014,3
E.Y.E: DIVINE CYBERMANCY,2015,1
EADOR. MASTERS OF THE BROKEN WORLD,2014,1
EARTH DEFENSE FORCE 4.1 THE SHADOW OF NEW DESPAIR,2016,3
EARTH DEFENSE FORCE: INSECT ARMAGEDDON,2014,1
EASYANTICHEAT ESPORTS,2010,1
EASYANTICHEAT ESPORTS,2015,2
ECHO OF SOUL,2015,3
ECHOES+,2015,4
EDEN*,2015,3
EDGE,2013,2
EDGE,2014,2
EDGE OF SPACE,2014,4
EDNA & HARVEY: HARVEY'S NEW EYES,2013,1
EETS MUNCHIES,2014,1
ELDEVIN,2014,4
ELDEVIN,2015,1
ELDRITCH,2014,1
ELDRITCH,2015,1
ELECTRIC HIGHWAYS,2015,2
ELECTRONIC SUPER JOY,2013,6
ELECTRONIC SUPER JOY,2014,6
ELECTRONIC SUPER JOY,2015,2
ELECTRONIC SUPER JOY: GROOVE CITY,2015,1
ELEUSIS,2015,1
ELEVEN: TABLE TENNIS VR,2010,1
ELISA: THE INNKEEPER - PREQUEL,2016,1
ELITE DANGEROUS,2010,6
ELITE DANGEROUS,2015,12
ELITE DANGEROUS: PILOT STARTER PACK,2016,1
ELSE HEART.BREAK(),2015,1
ELSWORD,2013,4
ELSWORD,2014,6
ELSWORD,2015,7
EMBER KABOOM,2016,1
EMBER STRIKE,2016,1
EMILY IS AWAY,2015,120
EMPIRE: TOTAL WAR(TM),2010,2
EMPIRE: TOTAL WAR(TM),2011,1
EMPIRE: TOTAL WAR(TM),2012,1
EMPIRE: TOTAL WAR(TM),2013,6
EMPIRE: TOTAL WAR(TM),2014,8
EMPIRE: TOTAL WAR(TM),2015,8
EMPIRE: TOTAL WAR(TM) - ELITE UNITS OF THE WEST,2015,1
EMPIRES MOD,2015,1
EMPYRION - GALACTIC SURVIVAL,2015,5
ENCLAVE,2014,3
ENCLAVE,2015,2
ENDLESS LEGEND(TM),2014,11
ENDLESS LEGEND(TM),2015,5
ENDLESS LEGEND(TM) - GUARDIANS,2015,1
ENDLESS SKY,2015,4
ENDLESS SPACE(R) - COLLECTION,2012,2
ENDLESS SPACE(R) - COLLECTION,2013,2
ENDLESS SPACE(R) - COLLECTION,2014,3
ENDLESS SPACE(R) - COLLECTION,2015,1
ENFORCER: POLICE CRIME ACTION,2014,1
ENFORCER: POLICE CRIME ACTION,2015,1
ENGLISH COUNTRY TUNE,2012,1
ENGLISH COUNTRY TUNE,2014,1
ENSLAVED(TM): ODYSSEY TO THE WEST(TM) PREMIUM EDITION,2014,3
ENSLAVED(TM): ODYSSEY TO THE WEST(TM) PREMIUM EDITION,2015,2
ENTER THE GUNGEON,2016,2
EON ALTAR,2016,2
EPIC BATTLE FANTASY 4,2014,6
EPIC BATTLE FANTASY 4,2015,2
EPIGENESIS,2014,2
EPIGENESIS,2015,2
EPISTORY - TYPING CHRONICLES,2016,1
EPSILON,2015,1
ERYI'S ACTION,2013,1
ERYI'S ACTION,2014,3
ERYI'S ACTION,2015,1
ESCAPE DEAD ISLAND,2014,1
ESCAPE GOAT,2013,1
ESCAPE MACHINES,2015,1
ESTRANGED: ACT I,2014,24
ESTRANGED: ACT I,2015,3
ETERNAL SENIA,2015,14
ETERNAL SILENCE,2014,1
ETHERIUM,2015,1
EUCLIDEAN,2010,1
EUCLIDEAN,2015,1
EUFLORIA HD,2014,1
EURO FISHING,2015,1
EURO TRUCK SIMULATOR,2014,2
EURO TRUCK SIMULATOR 2,2013,17
EURO TRUCK SIMULATOR 2,2014,42
EURO TRUCK SIMULATOR 2,2015,21
EURO TRUCK SIMULATOR 2 - CHRISTMAS PAINT JOBS PACK,2014,1
EURO TRUCK SIMULATOR 2 - GOING EAST!,2013,1
EURO TRUCK SIMULATOR 2 - MIGHTY GRIFFIN TUNING PACK,2016,1
EURO TRUCK SIMULATOR 2 - SCANDINAVIA,2015,1
EUROPA UNIVERSALIS III COMPLETE,2011,1
EUROPA UNIVERSALIS III COMPLETE,2012,1
EUROPA UNIVERSALIS IV,2013,11
EUROPA UNIVERSALIS IV,2014,14
EUROPA UNIVERSALIS IV,2015,13
EUROPE AT WAR,2011,1
EVE ONLINE,2010,3
EVE ONLINE,2011,1
EVE ONLINE,2013,3
EVE ONLINE,2015,2
EVERLASTING SUMMER,2014,9
EVERLASTING SUMMER,2015,3
EVERQUEST (R),2012,1
EVERQUEST(R) II FREE-TO-PLAY. YOUR WAY.(TM),2011,1
EVERQUEST(R) II FREE-TO-PLAY. YOUR WAY.(TM),2015,1
EVERSION,2010,1
EVERSION,2013,1
EVERSION,2014,1
EVERYTHING IS PEACHY,2016,1
EVIL GENIUS,2013,1
EVIL GENIUS,2014,1
EVOCHRON MERCENARY,2012,1
EVOLAND,2013,2
EVOLAND,2014,6
EVOLAND,2015,1
EVOLVE STAGE 2,2014,9
EVOLVE STAGE 2,2015,45
EXCEED 3RD - JADE PENETRATE BLACK PACKAGE,2013,1
EXECUTIVE ASSAULT,2015,5
EXPANSION - CRUSADER KINGS II: THE REAPER'S DUE,2016,1
EXPANSION - EUROPA UNIVERSALIS IV: ART OF WAR,2014,1
EXPANSION - EUROPA UNIVERSALIS IV: MARE NOSTRUM,2016,1
EXPLODEMON,2014,1
F.E.A.R.,2010,1
F.E.A.R.,2013,1
F.E.A.R.,2014,3
F.E.A.R.,2015,2
F.E.A.R. 3,2013,1
F.E.A.R. 3,2014,3
F.E.A.R. 3,2015,1
F1 2012(TM),2013,1
F1 2014,2014,2
F1 2014,2015,2
F1 2015,2015,1
F1 2016,2016,4
FABLE - THE LOST CHAPTERS,2011,2
FABLE - THE LOST CHAPTERS,2014,6
FABLE - THE LOST CHAPTERS,2015,1
FABLE ANNIVERSARY,2014,8
FABLE ANNIVERSARY,2015,2
FACE IT - A GAME TO FIGHT INNER DEMONS,2015,2
FACERIG,2014,7
FACERIG,2015,4
FACTORIO,2016,22
FACTORIO - SOUNDTRACK,2016,1
FADING HEARTS,2014,2
FADING HEARTS,2015,1
FAERIE SOLITAIRE,2011,1
FAERIE SOLITAIRE,2013,2
FAERIE SOLITAIRE,2014,2
FAERIE SOLITAIRE,2015,1
FAIRY FENCER F,2015,3
FALLEN EARTH FREE2PLAY,2012,2
FALLEN EARTH FREE2PLAY,2013,5
FALLEN EARTH FREE2PLAY,2014,9
FALLEN EARTH FREE2PLAY,2015,2
FALLEN ENCHANTRESS: LEGENDARY HEROES,2013,2
FALLEN ENCHANTRESS: LEGENDARY HEROES,2015,1
FALLOUT 2: A POST NUCLEAR ROLE PLAYING GAME,2010,1
