id_user,id_game,year,recommend,sentiment
BACONNOMNOM,21690,2015,True,Positive
BACONNOMNOM,331440,2014,False,Negative
ClaireBunny,72850,2015,True,Positive
sw00dd00d,236090,2014,True,Positive
76561198070262563,313120,2015,True,Negative
BlueYuY,252490,2015,True,Neutral
BlueYuY,275850,2016,False,Negative
BlueYuY,107410,2015,True,Positive
BlueYuY,221100,2015,True,Neutral
BlueYuY,730,2012,False,Neutral
BlueDragonOfficial,330820,2015,True,Negative
BlueDragonOfficial,324120,2014,True,Positive
BlueDragonOfficial,209670,2014,True,Positive
BlueDragonOfficial,331500,2015,True,Neutral
BlueDragonOfficial,225540,2015,True,Neutral
BlueDragonOfficial,335330,2015,False,Positive
BlueDragonOfficial,39000,2014,True,Neutral
76561198042163355,24010,2013,True,Positive
76561198042163355,209080,2014,True,Negative
76561198042163355,301520,2014,True,Positive
76561198042163355,251060,2014,True,Positive
76561198042163355,44350,2014,False,Negative
76561198042163355,208090,2014,False,Positive
76561198042163355,241540,2014,True,Positive
BLueKangaRoO,730,2012,True,Neutral
blupear,244930,2014,True,Positive
Tayloki,344760,2015,True,Neutral
76561198101689269,243870,2014,True,Positive
76561198101689269,243970,2014,True,Positive
76561198080194046,440,2015,True,Neutral
Bluewolf279,244850,2015,True,Positive
Bluewolf279,228300,2015,True,Positive
TheOnlyBluey,34900,2015,True,Positive
TheFakeLeafy,265630,2014,True,Negative
TheFakeLeafy,333930,2015,True,Neutral
76561198125535440,440,2015,True,Positive
BluTak,230410,2014,True,Negative
BluTak,99900,2011,True,Negative
akmale,230410,2014,True,Positive
akmale,440,2014,True,Positive
DjPhoon,4000,2013,True,Negative
DjPhoon,730,2013,True,Negative
DjPhoon,550,2013,True,Positive
76561198060068927,222880,2014,True,Negative
boaty7_3_21,418340,2015,True,Positive
boaty7_3_21,218170,2014,True,Positive
mlgfolkie,413150,2016,True,Neutral
mlgfolkie,282070,2015,True,Positive
mini_guy1,377160,2015,True,Neutral
mini_guy1,49520,2015,True,Neutral
mini_guy1,570,2015,True,Positive
mini_guy1,4000,2015,True,Positive
kaiqueszan,252950,2015,True,Positive
kaiqueszan,208090,2015,True,Neutral
76561198062378132,324310,2016,True,Positive
rooneywatson,238460,2015,True,Neutral
rooneywatson,107410,2015,True,Negative
rooneywatson,105600,2015,True,Positive
rooneywatson,22300,2015,True,Negative
76561198095184401,265930,2015,True,Neutral
76561198095184401,304930,2015,True,Positive
76561198095184401,274190,2014,True,Positive
WhyAreYouGoingOnToMyProfile,227940,2016,False,Neutral
WhyAreYouGoingOnToMyProfile,236390,2014,True,Positive
WhyAreYouGoingOnToMyProfile,23490,2015,False,Negative
blakey700,440,2010,False,Negative
blakey700,35420,2015,True,Positive
76561198055117884,384300,2015,True,Positive
76561198055117884,225080,2015,True,Negative
76561198051623381,234490,2014,True,Neutral
76561198051623381,227940,2015,True,Neutral
76561198044745022,45760,2014,True,Positive
76561198058495935,275850,2016,False,Negative
KotomiBestCharacter,295730,2014,True,Positive
KotomiBestCharacter,730,2015,True,Neutral
KotomiBestCharacter,264200,2014,True,Negative
Bogers69,208650,2015,True,Negative
Bogers69,412880,2015,False,Negative
Bogers69,207610,2013,True,Neutral
nbohlsen,208140,2014,True,Negative
nbohlsen,237990,2014,True,Negative
nbohlsen,238010,2014,True,Positive
nbohlsen,209080,2013,True,Positive
GreasyGreg,570,2015,True,Neutral
GreasyGreg,211820,2014,True,Positive
boldboulder,730,2015,True,Neutral
blTaaaa,730,2015,True,Neutral
76561198047613547,22380,2013,True,Negative
BomberThink,233840,2013,True,Neutral
BomberThink,211820,2014,True,Neutral
GOFUCKYOURSELFYOULILCUNT,324080,2015,True,Positive
GOFUCKYOURSELFYOULILCUNT,468560,2016,False,Negative
GOFUCKYOURSELFYOULILCUNT,107410,2013,True,Negative
76561198064582506,226700,2014,False,Neutral
76561198064582506,730,2014,True,Positive
76561198064582506,211820,2014,True,Positive
76561198064582506,221100,2013,True,Negative
76561198064582506,33930,2013,True,Neutral
friarfuck,244850,2014,True,Neutral
friarfuck,377160,2015,True,Negative
friarfuck,218230,2012,True,Positive
friarfuck,413150,2016,True,Neutral
friarfuck,263760,2014,True,Neutral
friarfuck,220260,2014,True,Neutral
friarfuck,104900,2014,True,Neutral
friarfuck,17430,2013,True,Neutral
76561198092373642,226700,2015,False,Neutral
scrubnauts_,219740,2014,True,Positive
scrubnauts_,105600,2014,True,Positive
76561198083799893,730,2015,True,Negative
76561198083799893,730,2015,True,Negative
76561198094161460,42910,2013,True,Positive
76561198061172661,4000,2014,True,Positive
76561198061172661,12210,2014,True,Positive
POOFTARINO,252490,2014,True,Positive
POOFTARINO,620,2014,True,Positive
POOFTARINO,238320,2014,True,Positive
POOFTARINO,550,2013,True,Negative
POOFTARINO,4000,2013,True,Positive
POOFTARINO,8190,2013,True,Positive
ToadHog,440,2010,True,Negative
76561198069183109,32800,2014,True,Negative
76561198051264518,7670,2014,True,Negative
76561198051264518,250900,2014,True,Neutral
giveyouagoodlink,244590,2015,True,Positive
giveyouagoodlink,204080,2015,False,Positive
Vri404,2700,2013,True,Negative
Vri404,211500,2014,False,Negative
Vri404,293760,2015,True,Positive
Vri404,282070,2015,True,Negative
GN1,418070,2015,True,Negative
GN1,304930,2017,True,Negative
GN1,312990,2014,True,Neutral
GN1,417860,2015,True,Positive
76561198121814642,6020,2015,True,Neutral
76561198121814642,244850,2014,True,Negative
gamername13,252490,2015,True,Positive
gamername13,4000,2014,True,Negative
hemphill,24240,2013,True,Positive
BowdeyThomas,440,2010,True,Neutral
bowedstar,99900,2013,True,Negative
bowedstar,730,2015,True,Positive
bowedstar,304930,2015,True,Neutral
bowedstar,1250,2010,True,Positive
bowedstar,319510,2014,True,Positive
76561198098657376,303210,2015,True,Negative
bow47,241540,2013,True,Positive
bow47,238090,2014,True,Neutral
bow47,206420,2013,True,Positive
bow47,35450,2011,True,Neutral
bow47,33930,2010,True,Positive
bow47,730,2012,True,Positive
bow47,43110,2015,True,Neutral
bow47,335330,2014,False,Neutral
bow47,43160,2014,True,Neutral
76561198009636321,207140,2015,False,Negative
numlach,440,2015,True,Positive
BoxMatrix,207610,2013,True,Negative
76561198057803852,570,2015,True,Positive
76561198108079787,311210,2015,True,Positive
76561198108079787,570,2010,False,Negative
76561198108079787,730,2012,True,Positive
76561198108079787,43160,2013,True,Positive
76561197972384083,49520,2013,True,Positive
12345678901234567890123456567890,226860,2015,True,Positive
12345678901234567890123456567890,48700,2014,True,Negative
12345678901234567890123456567890,220200,2014,True,Positive
12345678901234567890123456567890,253710,2015,False,Negative
12345678901234567890123456567890,354240,2015,True,Negative
12345678901234567890123456567890,391540,2015,True,Neutral
12345678901234567890123456567890,218620,2014,True,Neutral
76561198058324609,363970,2015,True,Positive
76561198058324609,109600,2013,True,Neutral
SDAFAWRFGRSEG,730,2014,True,Neutral
SDAFAWRFGRSEG,252490,2015,True,Negative
SDAFAWRFGRSEG,620,2015,True,Positive
76561198073933737,440,2014,True,Positive
brat81,12430,2012,True,Negative
brat81,431240,2016,True,Neutral
brat81,3483,2012,True,Positive
brat81,55110,2012,True,Positive
brat81,12220,2011,True,Positive
bravebird1932,323370,2015,True,Positive
76561198070070375,394360,2016,True,Positive
76561198070070375,230410,2014,True,Positive
brdzi,412880,2015,True,Positive
brdzi,295110,2015,True,Positive
brdzi,730,2015,True,Neutral
suk_my_dik,440,2014,True,Negative
76561198045946517,570,2015,True,Positive
76561198045946517,391540,2015,True,Positive
DopeOxide,388520,2015,False,Negative
76561198084697240,381120,2015,True,Negative
76561198084697240,413150,2016,True,Positive
76561198084697240,335670,2014,True,Negative
76561198084697240,203160,2013,True,Positive
76561198084697240,365300,2016,True,Positive
76561198084697240,63380,2012,True,Positive
76561198084697240,6020,2014,True,Positive
76561198084697240,570,2014,True,Negative
76561198051897386,319630,2015,True,Positive
76561198053916134,247730,2013,False,Negative
76561198053916134,550,2014,False,Neutral
Jetforce120,255710,2015,True,Neutral
Brendomir,230410,2013,True,Neutral
Brendomir,72850,2013,True,Positive
Brendomir,367500,2016,True,Positive
Brendomir,209870,2012,True,Positive
Brendomir,331440,2014,False,Positive
Brendomir,236430,2014,True,Positive
Thatonecuntwiththeprofileandshit,730,2014,True,Neutral
76561198048246554,386360,2015,False,Positive
76561198048246554,259080,2014,True,Positive
76561198069400418,242050,2013,True,Positive
76561197996426485,241930,2014,True,Neutral
76561197996426485,220240,2014,True,Positive
The-Party,34900,2015,True,Neutral
The-Party,397690,2015,True,Positive
The-Party,22300,2015,True,Positive
The-Party,297020,2015,True,Positive
janope,730,2014,True,Negative
janope,730,2014,True,Negative
76561198066638492,211820,2014,True,Neutral
76561198066638492,218230,2014,True,Positive
rainbowducklings4lyf,107100,2014,True,Positive
76561198095920833,730,2015,True,Negative
76561198095920833,260230,2014,True,Negative
76561198095920833,34010,2015,True,Positive
76561198095920833,440,2015,True,Negative
76561198095920833,218230,2014,True,Positive
76561198095920833,48700,2014,True,Positive
76561198095920833,49520,2014,True,Negative
76561198097758931,730,2015,True,Neutral
BABBYMAN,211420,2015,True,Negative
BABBYMAN,258970,2014,False,Negative
Brocolie8,730,2015,True,Neutral
Brocolie8,233250,2015,True,Negative
Brocolie8,248820,2015,True,Positive
Brocolie8,33930,2015,True,Positive
kingholica,107410,2014,True,Positive
BrodyL12,227680,2013,False,Negative
BrodyL12,236510,2013,False,Negative
BrodyL12,244850,2013,True,Positive
BrodyL12,12900,2012,True,Neutral
BrodyL12,220,2011,True,Neutral
BrodyL12,440,2013,True,Positive
BrodyL12,379720,2016,True,Positive
BrodyL12,24240,2013,False,Positive
BrodyL12,72850,2015,True,Positive
Brojomojo,265930,2014,True,Positive
Brojomojo,440,2014,False,Neutral
76561198063199558,440,2014,True,Negative
76561198063199558,242680,2015,True,Positive
76561198063199558,239030,2014,True,Negative
76561198063199558,219830,2014,True,Positive
hfoxy,219640,2015,True,Negative
hfoxy,377160,2015,False,Neutral
hfoxy,330840,2014,True,Positive
76561198055070495,346900,2015,True,Negative
76561198055070495,351570,2015,True,Positive
Bronx9146,34330,2013,True,Positive
Bronx9146,56400,2012,True,Positive
76561198108132163,570,2015,False,Negative
76561198108132163,230410,2014,True,Positive
76561198088416466,304930,2017,True,Neutral
broxce,620,2013,True,Positive
broxce,440,2012,True,Positive
brsajo,391540,2015,True,Negative
xtomx_freedom,63380,2014,True,Neutral
xtomx_freedom,570,2014,True,Positive
xtomx_freedom,218230,2014,True,Negative
xtomx_freedom,730,2014,True,Negative
xtomx_freedom,113400,2014,True,Positive
xtomx_freedom,550,2014,True,Positive
xtomx_freedom,440,2014,True,Negative
76561198041149604,203160,2015,True,Positive
76561198041149604,440,2014,True,Positive
76561198028042361,570,2013,True,Neutral
bryan4085,207230,2014,True,Neutral
bryan4085,24240,2014,True,Positive
bryan4085,440,2013,True,Negative
bryan4085,200210,2014,True,Positive
76561198052831153,221100,2014,True,Positive
76561198052831153,313120,2015,True,Positive
76561198052831153,242760,2014,True,Neutral
76561198052831153,316410,2015,True,Positive
76561198052831153,261640,2014,True,Positive
76561198052831153,349700,2015,True,Positive
76561198052831153,280180,2015,True,Positive
76561198052831153,253710,2014,True,Positive
76561198052831153,218620,2014,True,Positive
76561198060429887,72850,2015,True,Negative
76561198060429887,8870,2014,True,Positive
76561198060429887,304930,2015,False,Neutral
76561198060429887,319630,2015,True,Positive
btz2020,105600,2015,True,Neutral
btz2020,1840,2014,True,Neutral
76561198079705633,220,2010,True,Negative
76561198079705633,335330,2015,False,Negative
76561198079705633,302830,2015,False,Positive
76561198079705633,206210,2014,True,Neutral
76561198079705633,400,2010,True,Neutral
76561198079705633,440,2013,True,Neutral
76561198085144241,440,2014,True,Positive
76561198069465728,252950,2015,True,Positive
76561198069465728,238090,2014,True,Positive
budgiethesmuggler,313120,2015,True,Positive
budgiethesmuggler,218620,2014,True,Positive
budgiethesmuggler,107410,2013,True,Positive
76561198081938549,233450,2015,True,Positive
budniak1,304930,2014,True,Negative
bRNSHITUP,730,2015,True,Positive
tinbgr,252490,2015,True,Negative
tinbgr,218620,2014,True,Negative
tinbgr,242800,2013,True,Positive
tinbgr,220700,2014,True,Positive
tinbgr,219150,2014,True,Neutral
Unclehamisawesome,730,2015,True,Negative
Unclehamisawesome,383870,2016,True,Positive
Unclehamisawesome,264710,2010,True,Positive
76561198042779835,276810,2015,True,Neutral
coolvibesandchill,200510,2013,True,Positive
coolvibesandchill,323470,2015,True,Positive
coolvibesandchill,241600,2014,True,Neutral
coolvibesandchill,204300,2013,True,Neutral
coolvibesandchill,218620,2014,True,Positive
coolvibesandchill,293540,2014,False,Negative
coolvibesandchill,570,2014,False,Neutral
coolvibesandchill,237310,2014,True,Neutral
coolvibesandchill,211820,2014,False,Positive
coolvibesandchill,241930,2014,True,Neutral
76561198044036045,275850,2016,False,Negative
76561198047418653,281990,2016,True,Neutral
bunnty,570,2014,True,Negative
bunnty,274900,2014,False,Negative
Catch_Twenty_Two,440,2015,True,Negative
76561197986144369,291480,2015,False,Neutral
76561197986144369,271590,2015,False,Neutral
epicnugg,215470,2013,True,Positive
76561198123879774,220240,2015,True,Neutral
76561198051103556,570,2014,True,Negative
lobbie,375950,2015,True,Negative
lobbie,730,2015,True,Positive
76561198026959699,319510,2015,True,Negative
Hogia,237930,2015,True,Positive
76561198029846088,34900,2010,True,Negative
76561198072734711,440,2015,True,Negative
76561198072734711,442080,2016,True,Positive
76561198072734711,730,2015,True,Positive
MEDSBUMM,211420,2015,True,Neutral
12779,236850,2013,True,Positive
12779,204360,2014,True,Positive
12779,22330,2014,True,Positive
12779,253030,2015,True,Neutral
12779,200210,2014,False,Negative
76561198085183243,230410,2013,True,Positive
76561198110404008,252950,2015,True,Positive
8947513,440,2013,True,Positive
nukep,94400,2014,True,Negative
byrxn,730,2012,True,Negative
byrxn,312280,2015,True,Negative
byrxn,295110,2015,True,Neutral
byrxn,304930,2015,False,Negative
byrxn,550,2015,True,Negative
byrxn,220260,2015,True,Positive
76561198080278106,252490,2014,True,Positive
timtam012,24240,2014,True,Negative
timtam012,218620,2014,True,Positive
timtam012,51100,2015,False,Neutral
timtam012,219150,2015,True,Negative
timtam012,10,2014,True,Neutral
timtam012,8190,2013,True,Negative
timtam012,730,2013,True,Positive
whatiyatalkinabeet,730,2012,True,Positive
76561198055359584,4760,2014,True,Positive
76561198076514521,200210,2013,True,Neutral
76561198070677367,730,2015,True,Negative
Cactus_Chaos,304930,2014,True,Positive
cade51,105600,2014,True,Positive
76561197991548126,232090,2016,False,Negative
76561198055723928,230410,2014,True,Positive
76561198051064887,620,2014,True,Neutral
76561198042411838,730,2012,True,Neutral
76561198042411838,233740,2013,True,Neutral
76561198042411838,72200,2011,True,Neutral
76561198042411838,47870,2010,True,Neutral
76561198042411838,221100,2013,True,Neutral
76561198042411838,730,2012,True,Neutral
76561198042411838,233740,2013,True,Neutral
76561198042411838,72200,2011,True,Neutral
76561198042411838,47870,2010,True,Neutral
76561198042411838,221100,2013,True,Neutral
Calesti,239820,2013,True,Positive
Calesti,1250,2012,True,Negative
doyouevensmokeweed,250340,2015,False,Negative
doyouevensmokeweed,570,2010,True,Negative
doyouevensmokeweed,230290,2010,True,Neutral
doyouevensmokeweed,385800,2015,True,Neutral
doyouevensmokeweed,417860,2015,True,Negative
doyouevensmokeweed,251870,2015,True,Neutral
doyouevensmokeweed,242760,2015,True,Positive
doyouevensmokeweed,24960,2015,True,Negative
doyouevensmokeweed,4000,2015,True,Negative
doyouevensmokeweed,334660,2014,True,Positive
76561198060459268,252490,2014,True,Negative
76561198060459268,440,2013,True,Negative
APCameron,730,2014,True,Positive
cameroondormer,252950,2015,True,Positive
lestrepo,4000,2014,True,Positive
camjker,4000,2010,True,Negative
camjker,304930,2015,True,Neutral
camjker,353130,2016,True,Positive
76561198068177117,219150,2014,True,Positive
76561198089135179,301520,2015,True,Positive
76561198089135179,252490,2014,True,Negative
76561198023634778,730,2014,True,Positive
76561198023634778,440,2010,True,Neutral
76561198028249774,319630,2015,True,Positive
NetherCasts,4000,2010,True,Negative
NetherCasts,98400,2014,True,Positive
NetherCasts,440,2012,True,Neutral
Canda,570,2015,True,Positive
Canda,273350,2015,True,Positive
DemonRainDrops,242570,2014,True,Negative
DemonRainDrops,248610,2015,True,Positive
DemonRainDrops,9450,2015,True,Negative
76561198045591656,345180,2015,True,Positive
76561198045591656,359550,2015,True,Positive
vitorgamer115,200210,2012,False,Neutral
Spitfire182GE,214950,2013,True,Positive
Spitfire182GE,236390,2013,True,Positive
Spitfire182GE,311210,2015,False,Neutral
Spitfire182GE,224480,2014,True,Positive
Spitfire182GE,10500,2013,True,Negative
Spitfire182GE,238320,2014,True,Positive
Spitfire182GE,277590,2014,True,Positive
thfbgfsbgfbgfbgfsbgbffb,314160,2010,True,Positive
thfbgfsbgfbgfbgfsbgbffb,220200,2015,True,Neutral
L4MZBOO_DoniDass1112,8870,2013,True,Neutral
L4MZBOO_DoniDass1112,261030,2013,True,Neutral
L4MZBOO_DoniDass1112,371420,2015,True,Neutral
L4MZBOO_DoniDass1112,204450,2013,True,Neutral
L4MZBOO_DoniDass1112,270550,2014,True,Neutral
L4MZBOO_DoniDass1112,63380,2012,True,Positive
L4MZBOO_DoniDass1112,271590,2015,True,Neutral
L4MZBOO_DoniDass1112,50130,2011,True,Neutral
L4MZBOO_DoniDass1112,67370,2012,True,Neutral
SuchDogeMuchWoW,550,2014,True,Negative
SuchDogeMuchWoW,301520,2014,True,Negative
SuchDogeMuchWoW,299360,2015,True,Neutral
mumbo3352,440,2014,True,Positive
brawlisforwii,240,2014,True,Positive
brawlisforwii,230410,2014,True,Positive
brawlisforwii,233270,2014,True,Positive
brawlisforwii,252490,2014,True,Positive
76561198069758759,393420,2015,True,Negative
76561198069758759,327070,2016,True,Negative
76561198069758759,22380,2014,True,Negative
76561198069758759,352950,2015,True,Positive
76561198069758759,377160,2015,True,Positive
76561198069758759,365590,2016,True,Positive
76561198069758759,221100,2015,True,Neutral
76561198069758759,306130,2014,True,Positive
76561198069758759,252490,2013,True,Negative
TheAmazingSpot,730,2015,True,Negative
TheAmazingSpot,346110,2017,True,Positive
TheAmazingSpot,232090,2015,True,Positive
TheAmazingSpot,322330,2014,True,Positive
5554Grovesy,236390,2013,True,Positive
5554Grovesy,218620,2010,True,Positive
5554Grovesy,301520,2017,True,Positive
5554Grovesy,213670,2014,True,Negative
GimmedatUnusual,268500,2016,True,Positive
GimmedatUnusual,398100,2015,True,Neutral
GimmedatUnusual,264200,2015,True,Neutral
GimmedatUnusual,260230,2015,True,Negative
GimmedatUnusual,270370,2015,True,Neutral
GimmedatUnusual,4000,2014,True,Positive
captainmehico,620,2014,True,Positive
captainmehico,218680,2014,True,Positive
76561198074558199,238960,2013,True,Positive
Rectzonic,200940,2014,False,Neutral
thaSaltyestOfCaptains,236430,2014,True,Neutral
76561198024305714,238320,2014,True,Positive
CapSpook,22300,2014,True,Negative
CapSpook,219150,2014,True,Positive
CapSpook,310380,2015,True,Positive
76561198024310116,34900,2014,False,Negative
76561198024310116,8870,2014,True,Positive
76561198024310116,218230,2015,False,Negative
76561198024310116,333930,2015,True,Neutral
76561198024310116,272890,2015,False,Negative
76561198024310116,57300,2015,True,Negative
76561198024310116,200260,2015,True,Positive
76561198024310116,252950,2015,True,Positive
76561198024310116,209650,2015,True,Positive
76561198024310116,35140,2015,True,Positive
funnyfantom,236110,2017,True,Positive
thejotang,221100,2015,False,Positive
thejotang,730,2015,True,Negative
thejotang,252490,2015,True,Neutral
thejotang,107410,2015,True,Neutral
76561198073297020,219150,2015,True,Positive
76561198066118331,292030,2015,True,Negative
76561198066118331,413150,2016,True,Neutral
76561198066118331,200710,2015,True,Positive
76561198066118331,730,2015,True,Neutral
CapCheeze,252950,2015,True,Positive
CapCheeze,417860,2015,True,Positive
CapCheeze,4000,2014,True,Positive
CapCheeze,304930,2014,True,Positive
captainfez,297350,2015,True,Positive
captainfez,383870,2016,True,Positive
76561198219780653,310380,2016,True,Positive
76561198219780653,301520,2017,True,Positive
76561198138045913,208090,2015,False,Negative
76561198138045913,70100,2015,True,Positive
76561198138045913,334230,2015,True,Negative
76561198138045913,42120,2015,False,Negative
76561198138045913,102500,2015,True,Positive
Hobo_Ed,4000,2015,True,Positive
Hobo_Ed,230410,2015,True,Positive
Hobo_Ed,218230,2015,True,Positive
76561198083390406,239140,2015,True,Negative
SteamPunkDude227,440,2014,True,Positive
SteamPunkDude227,253710,2015,False,Positive
SteamPunkDude227,17390,2014,True,Positive
jskode,218230,2013,True,Positive
carlo123100,304050,2015,False,Negative
carlixx766,205100,2014,True,Positive
76561198046431850,304930,2015,True,Positive
76561198046431850,246280,2015,False,Negative
76561198046431850,7940,2014,False,Neutral
76561198046431850,440,2015,True,Positive
76561198046431850,250420,2015,True,Positive
Carlos926,17080,2014,False,Negative
Carlos926,291550,2015,True,Neutral
Carlos926,222520,2014,True,Positive
Carlos926,550,2013,True,Neutral
f4fphoenix,242920,2014,True,Neutral
76561198071509926,72850,2013,True,Negative
76561198071509926,8870,2014,False,Positive
76561198088974596,252950,2015,True,Neutral
wcasagrande,271590,2015,True,Neutral
76561198071755096,105600,2014,True,Neutral
76561198071755096,301520,2014,True,Positive
76561198032651953,311310,2016,False,Positive
76561198032651953,291410,2016,True,Positive
76561198032651953,281990,2016,True,Positive
76561198032651953,367500,2016,True,Negative
76561198032651953,413150,2016,True,Positive
tomas13a,258520,2015,True,Positive
tomas13a,330840,2015,True,Positive
tomas13a,206440,2015,True,Positive
76561198044224232,24200,2014,True,Positive
krittabun,252490,2014,True,Neutral
CatKawaii,440,2013,True,Positive
cazaman11,427270,2017,True,Positive
cazaman11,204300,2014,True,Positive
76561198079652562,305620,2014,True,Negative
CB0ng,730,2012,True,Negative
CB0ng,377160,2015,True,Negative
CB0ng,252490,2015,True,Positive
CB0ng,440,2012,True,Positive
76561198059899740,24200,2013,True,Positive
76561198054131489,367670,2015,True,Positive
76561198054131489,300380,2014,True,Positive
76561198054131489,376870,2015,True,Positive
76561198054131489,313120,2015,True,Positive
CCP115,440,2012,True,Negative
76561198090431959,35140,2014,True,Positive
76561198090431959,208090,2014,True,Positive
76561198090431959,304930,2014,True,Positive
76561198054767146,4570,2014,True,Neutral
76561198054767146,3910,2013,True,Positive
76561198054767146,220900,2013,True,Neutral
76561198054767146,295990,2015,False,Positive
76561198054767146,440,2015,True,Positive
76561198081434413,236430,2014,True,Positive
centor111,252490,2014,True,Neutral
centor111,264140,2014,True,Negative
Lord_Marius,236390,2014,True,Positive
FinalBreakers,218620,2014,True,Positive
FinalBreakers,224260,2014,True,Negative
ClickOnThisLinkToAddMe,55230,2013,True,Positive
ClickOnThisLinkToAddMe,49520,2015,True,Positive
ClickOnThisLinkToAddMe,570,2010,True,Positive
Chinnigan,393380,2015,True,Positive
Chinnigan,265930,2014,True,Positive
Chinnigan,219680,2014,False,Positive
Chinnigan,263020,2014,True,Neutral
dannysfatass,322330,2015,True,Positive
dannysfatass,230410,2015,True,Negative
dannysfatass,385770,2015,True,Positive
dannysfatass,427730,2015,True,Neutral
dannysfatass,252950,2015,True,Neutral
dannysfatass,312990,2014,True,Neutral
dannysfatass,359050,2015,True,Neutral
dannysfatass,311210,2015,True,Negative
dannysfatass,304930,2017,True,Neutral
jbbuena,238960,2013,True,Negative
jbbuena,203160,2013,True,Negative
76561198072431907,212480,2013,True,Neutral
Ch3nst3r,261640,2015,True,Positive
76561198087135044,218620,2010,False,Positive
76561198087135044,232090,2016,True,Neutral
76561198087135044,440,2013,True,Positive
10101010101010109,244850,2014,True,Positive
thepedrochamp,250900,2015,True,Positive
thepedrochamp,242920,2014,True,Positive
auschandler,40100,2013,True,Positive
auschandler,47410,2013,True,Positive
auschandler,218230,2013,True,Positive
auschandler,570,2013,True,Positive
auschandler,440,2012,True,Positive
auschandler,400,2011,True,Positive
auschandler,41300,2011,True,Positive
changingmags,252490,2014,True,Positive
76561198026886919,230410,2014,True,Positive
ChaoticRampage,72850,2015,True,Neutral
76561198054761819,730,2014,True,Positive
Seralox,440,2015,True,Neutral
76561198033883963,211420,2014,False,Negative
76561198057800009,285900,2017,True,Negative
76561198064600203,49520,2015,False,Negative
76561198064600203,234140,2015,True,Positive
BirdieZ,333930,2015,True,Positive
topkeklord7,51100,2014,False,Negative
topkeklord7,42680,2014,False,Negative
topkeklord7,326410,2015,False,Positive
topkeklord7,385240,2016,True,Positive
topkeklord7,91700,2015,True,Negative
topkeklord7,367500,2016,True,Positive
topkeklord7,362890,2015,False,Negative
topkeklord7,296490,2015,True,Positive
76561198071117635,8930,2014,True,Positive
djcharles02,730,2015,True,Negative
djcharles02,221640,2013,True,Positive
76561198039506014,233250,2014,False,Neutral
76561198039506014,311340,2014,True,Positive
76561198039506014,225540,2015,False,Positive
76561198039506014,244850,2014,False,Neutral
76561198088838638,207140,2014,True,Negative
76561198042441420,47870,2015,True,Positive
76561198042441420,4700,2014,True,Positive
76561198062406902,252490,2014,True,Negative
76561198072346840,243870,2015,True,Positive
76561198072346840,355840,2015,True,Positive
76561198072346840,304050,2015,True,Neutral
76561198072346840,346900,2015,True,Negative
76561198072346840,317360,2015,True,Neutral
76561198072346840,230410,2015,True,Positive
76561198072346840,222900,2014,True,Positive
11925219096,12210,2015,True,Negative
76561198064696304,221100,2013,True,Positive
pokeylegs,440,2012,True,Positive
evankohgj,91310,2014,True,Neutral
evankohgj,391540,2015,True,Positive
evankohgj,211420,2014,True,Neutral
evankohgj,236430,2014,True,Positive
evankohgj,48700,2014,True,Positive
76561198081284814,4000,2015,True,Positive
76561198044585909,4000,2013,True,Neutral
76561198093166360,403190,2015,True,Positive
76561198093166360,451520,2010,True,Positive
chiefnemes,363970,2015,True,Positive
76561198091066992,730,2014,True,Positive
76561198084705916,274170,2015,True,Neutral
76561198065949365,252950,2015,True,Neutral
buttmutt,413410,2016,True,Positive
buttmutt,282800,2014,True,Negative
76561198075850578,440,2014,True,Neutral
76561198067285046,423880,2015,True,Positive
76561198067285046,440,2015,True,Neutral
76561198067285046,730,2012,True,Positive
76561198067285046,417860,2015,True,Positive
76561198067285046,218620,2015,True,Negative
chpmnksnpr,304930,2014,True,Negative
Elchiruuuu114,207610,2014,True,Neutral
420BlzeIT,730,2012,True,Negative
76561198085916165,22320,2014,True,Positive
76561198085916165,550,2013,True,Positive
76561198085916165,400,2014,True,Positive
76561197994404698,70,2010,True,Neutral
76561197994404698,234140,2015,True,Positive
76561197994404698,218230,2013,True,Negative
76561197994404698,43160,2013,True,Negative
76561197994404698,8870,2013,True,Positive
76561197994404698,205100,2013,True,Positive
76561197994404698,13230,2012,True,Positive
76561197994404698,440,2011,True,Positive
chlamydiaabbo,393380,2015,True,Neutral
76561198092369007,242920,2015,True,Positive
76561198092369007,48700,2015,True,Negative
76561198092369007,304930,2015,True,Positive
76561198092369007,270550,2015,True,Positive
76561198092369007,301640,2015,True,Positive
76561198092369007,363970,2015,True,Positive
76561198092369007,105600,2015,True,Negative
76561198092369007,295110,2015,False,Positive
76561198092369007,249050,2015,True,Neutral
chocodude,42910,2013,True,Neutral
chocodude,248820,2014,True,Positive
76561198058192790,346110,2015,True,Negative
76561198058192790,730,2014,True,Positive
TempaDick,233130,2013,True,Positive
TempaDick,417860,2015,True,Neutral
TempaDick,391720,2016,True,Positive
TempaDick,387860,2015,True,Positive
76561197968205306,49520,2014,True,Positive
Chopstar1,218620,2014,True,Positive
76561198063765495,4000,2015,True,Negative
DSvictory,346110,2015,True,Negative
DSvictory,351290,2015,True,Negative
DSvictory,224260,2015,True,Neutral
barcafan835,205910,2013,True,Positive
barcafan835,240,2013,True,Positive
barcafan835,346010,2015,True,Negative
barcafan835,266510,2015,True,Negative
